id,segment,gamecategory,subgamecategory,bundle,created,shift,oblast,city,os,osv,segment_predict
55746,3,Games,Strategy,com.ea.game.pvzfree_row,2021-08-07 11:27:57,MSK+3,Алтайский край,Барнаул,android,8.1.0,3
55761,5,,,com.dysugar.jewels.prince,2021-08-04 10:52:02,MSK+7,Хабаровский край,Хабаровск,android,9,5
55769,4,Applications,Dating,ru.photostrana.mobile,2021-07-08 17:45:11,MSK,Москва,Москва,android,10.0,5
55770,3,,,com.mintgames.triplecrush.tile.fun,2021-09-15 05:46:55,,,,android,10.0.0,3
55781,4,Games,Puzzle,sortpuz.water.sort.puzzle.game,2021-08-04 21:50:11,MSK,Тульская область,Тула,android,11.0,4
55784,3,,,com.eg.deathpark,2021-08-02 15:31:56,MSK,Москва,Москва,android,9.0.0,5
55788,3,,,games.bit.storyngtonhall,2021-07-06 10:16:45,MSK,Москва,Москва,android,7.0.0,3
55794,4,,,com.ChillyRoom.DungeonShooter,2021-08-04 18:35:31,MSK,Краснодарский край,Сочи,android,11,5
55808,5,,,ru.ok.android,2021-09-16 18:53:04,MSK,Калужская область,Обнинск,Android,11,3
55810,3,Games,Card,at.ner.SolitaireSpider,2021-07-05 23:43:50,MSK,Москва,Москва,android,10.0,3
55817,4,Games,Strategy,bubble.shooter.exxtreme,2021-08-03 17:29:25,MSK,Краснодарский край,Краснодар,android,11.0,5
55834,4,Games,Puzzle,com.fidgettrading.game,2021-08-08 12:55:26,MSK,Санкт-Петербург,Санкт-Петербург,android,11.0,3
55858,4,,,com.os.falcon.fnf.battle.friday.night.funkin,2021-08-06 12:01:15,MSK,Татарстан,Набережные Челны,android,10.0.0,4
55874,5,Games,Casual,com.merge.cube.winner,2021-09-20 06:35:25,MSK+2,Пермский край,Пермь,android,10.0,3
55876,3,Games,Simulation,com.yourstoryinteractive.sails.pirate.adventure,2021-08-05 22:29:50,MSK+2,Башкортостан,Уфа,android,6.0,5
55881,3,Games,Strategy,net.wargaming.wot.blitz,2021-09-19 17:11:56,MSK,Москва,Москва,android,10.0,3
55885,4,Games,Action,com.axlebolt.standoff2,2021-08-03 23:20:36,MSK,Адыгея,Майкоп,android,11.0,5
55893,2,,,sk.cards.comcom,2021-09-17 02:35:37,MSK,Краснодарский край,Сочи,android,7.1.1,5
55906,5,,,com.nevosoft.mylittleplanet,2021-08-08 04:07:53,MSK,Москва,Москва,android,8.0.0,5
55913,4,,,com.orangeapps.piratetreasure,2021-08-05 11:25:21,MSK,Ленинградская область,Гатчина,android,11,5
55929,5,Applications,Entertainment,robin.vitalij.cs_go_assistant,2021-09-16 06:43:11,MSK,Москва,Москва,android,10.0,5
55930,5,Games,Puzzle,com.smallgiantgames.empires,2021-09-19 17:34:22,MSK,Ставрополье,Ставрополь,android,11.0,5
55937,5,Games,Card,com.bigcake.android.solitairedaily,2021-08-04 10:10:00,MSK+3,Алтайский край,Новоалтайск,android,8.1.0,4
55938,4,,,com.fugo.wow,2021-07-09 14:54:41,MSK+7,Сахалин,Южно-Сахалинск,Android,10.0.0,3
55940,4,,,com.greenbuttongames.idlebutton,2021-07-11 21:05:38,MSK+1,Самарская область,Самара,Android,10.0.0,3
55953,4,,,art.color.planet.oil.paint.canvas.number.free,2021-07-09 13:32:27,MSK+1,Удмуртия,Ижевск,Android,9.0.0,5
55961,3,Games,Casual,com.marbleblast.zuma.marblegame,2021-08-06 18:52:23,MSK,Ульяновская область,Ульяновск,android,11.0,3
55962,5,Games,Casual,com.sukhavati.gotoplaying.bubble.BubbleShooter.mint,2021-08-04 13:33:27,MSK+3,Новосибирская область,Новосибирск,android,10.0,4
55969,5,Games,Action,com.zeptolab.cats.google,2021-09-18 22:12:39,MSK+1,Самарская область,Самара,android,9.0,5
55973,4,,,com.sushirolls.app,2021-08-06 08:03:42,MSK+2,Челябинская,Озёрск,android,8.1.0,5
55980,3,,,com.alien.shooter.galaxy.attack,2021-07-10 07:06:40,MSK+7,Хабаровский край,Хабаровск,android,9.0.0,4
55982,4,,,com.fugo.wow,2021-07-05 07:51:06,MSK,Дагестан,Махачкала,Android,10.0.0,4
55987,3,,,com.AlexGame.PregnancyIdle,2021-07-06 11:51:08,MSK+3,Алтайский край,Барнаул,android,11.0.0,5
55991,5,Games,Puzzle,com.bigcake.android.bpdaily,2021-09-16 03:01:13,MSK+4,Кемеровская область,Кемерово,android,8.1.0,4
56002,5,Games,Puzzle,com.smallgiantgames.empires,2021-08-02 16:53:09,MSK+3,Новосибирская область,Новосибирск,android,9.0,4
56003,4,,,com.orangeapps.piratetreasure,2021-08-03 22:35:00,MSK,Москва,Москва,android,10,5
56006,3,Applications,Music & Audio,com.agminstruments.drumpadmachine,2021-09-20 13:27:48,MSK,Ростовская область,Ростов-на-Дону,android,11.0,4
56016,5,Games,Simulation,com.cdgames.fidget3d,2021-08-02 14:34:25,MSK+3,Томская область,Стрежевой,android,10.0,5
56026,3,Applications,Lifestyle,com.yhi.whale.shark.fps.sniper.shooter.hunter.game,2021-08-05 14:06:25,MSK,Татарстан,Казань,android,10.0,5
56037,5,Games,Word,com.fugo.wow,2021-09-19 15:29:28,MSK+3,Алтайский край,Барнаул,android,10.0,5
56050,4,Games,Casual,1526814040,2021-09-18 18:18:50,MSK,Москва,Москва,ios,14.4,5
56051,5,Games,Board,ru.skillcap.narde,2021-08-04 14:11:46,MSK,Москва,Москва,android,11.0,5
56055,3,,,ru.ok.android,2021-09-20 10:29:11,,,,Android,10,4
56063,3,,,fi.twomenandadog.zombiecatchers,2021-09-17 15:26:29,MSK,Московская область,Видное,android,8.0.0,4
56067,3,Games,Strategy,859204347,2021-08-03 21:30:13,MSK,Москва,Москва,ios,14.6,5
56068,3,Games,Puzzle,1369521645,2021-08-02 06:22:23,MSK+7,Саха (Якутия),Якутск,ios,14.6,3
56072,4,,,com.fugo.wow,2021-07-09 11:04:26,,,,Android,9.0.0,5
56077,5,,,com.my.hc.rpg.kingdom.simulator,2021-08-04 10:57:58,MSK,Нижегородская область,Нижний Новгород,android,11.0.0,5
56080,3,,,com.zombie.war.idle.defense,2021-08-02 23:39:45,MSK,Москва,Москва,android,9.0.0,4
56084,5,,,net.wargaming.wot.blitz,2021-08-07 05:36:07,MSK,Москва,Москва,android,9.0.0,5
56086,3,Games,Action,com.gamedevltd.modernstrike,2021-07-08 18:55:48,MSK,Ростовская область,Ростов-на-Дону,android,6.0,5
56088,5,Games,Strategy,net.wargaming.wot.blitz,2021-08-04 08:29:35,MSK+2,Курганская область,Курган,android,10.0,3
56089,4,Games,Casual,art.color.planet.oil.paint.canvas.number.free,2021-07-07 13:51:49,MSK,Москва,Москва,android,10.0,5
56111,4,Games,Arcade,com.zeebagames.hairrush,2021-08-03 17:00:23,MSK+3,Алтайский край,Барнаул,android,10.0,4
56121,5,Games,Simulation,com.lumber.inc,2021-08-04 06:47:51,MSK+2,Свердловская область,Екатеринбург,android,10.0,5
56151,5,Games,Casual,1492788234,2021-09-15 12:53:35,MSK,Чечня,Грозный,ios,14.6,3
56152,5,Games,Puzzle,balls.arcademaker.bricks.breaker.brounce.ballz,2021-09-17 12:01:25,MSK,Астраханская область,Астрахань,android,8.1.0,4
56156,3,,,com.openmygame.games.android.wordpizza,2021-07-08 14:29:33,MSK,Смоленская область,Смоленск,Android,7.0,3
56161,4,,,1556238786,2021-08-04 17:54:00,MSK,Ставрополье,Ставрополь,ios,14.3.0,4
56175,5,Games,Action,com.axlebolt.standoff2,2021-08-02 13:08:04,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,4
56189,4,,,com.iposedon.bricksbreakerballs,2021-08-07 11:20:35,MSK,Краснодарский край,,Android,11,5
56190,3,Games,Word,com.fugo.wow,2021-09-19 19:47:49,MSK+2,Свердловская область,Екатеринбург,android,11.0,3
56202,5,Games,Casino,com.platogo.gmp,2021-09-15 08:27:55,MSK,Краснодарский край,Краснодар,android,9.0,1
56206,4,,,com.pixelart.craft.tree.rain.pro,2021-09-18 13:42:42,MSK,Москва,Москва,android,8.1.0,4
56222,3,Games,Strategy,com.pixio.google.mtd,2021-07-10 09:07:51,MSK+3,Новосибирская область,Новосибирск,android,10.0,5
56226,2,Applications,Weather,com.city.coach.bus.simulator.drive,2021-09-18 05:03:01,,,,android,11.0,5
56242,4,,,com.borna.tapethrower,2021-08-02 10:30:42,MSK+2,Ханты-Мансийский АО,Сургут,android,9.0.0,4
56248,5,,,com.plarium.zoo,2021-08-02 09:03:47,MSK,Москва,Москва,android,10.0.0,5
56286,5,,,com.seenax.HideAndSeek,2021-08-04 15:02:20,MSK+2,Свердловская область,Екатеринбург,android,8.1.0,5
56296,5,Games,Action,com.axlebolt.standoff2,2021-08-02 13:18:48,MSK+1,Удмуртия,Ижевск,android,10.0,5
56304,4,Games,Racing,com.ea.game.nfs14_row,2021-07-10 16:12:05,MSK+6,Амурская область,Благовещенск,android,10.0,4
56307,5,Games,Casual,com.puzzle.rings,2021-09-17 07:43:43,MSK,Дагестан,Махачкала,android,10.0,4
56313,5,,,com.block.puzzle.game.wooden,2021-08-03 11:58:59,MSK+2,Свердловская область,Екатеринбург,android,8.1.1,3
56315,4,Games,Word,com.openmygame.games.android.wordpizza,2021-08-02 09:39:14,MSK,Дагестан,Махачкала,android,10.0,5
56317,4,,,com.highcore.hoopstars,2021-09-16 17:17:13,MSK+2,Башкортостан,Белорецк,android,10.0.0,3
56319,4,,,jp.co.ponos.battlecatsen,2021-07-11 19:31:04,MSK,Москва,Москва,android,10.0.0,3
56329,5,,,com.fingerlab.word.blockpuzzles,2021-08-04 11:36:17,MSK,Москва,Москва,android,10.0.0,4
56340,4,,,com.marulgames.wordsurf,2021-08-05 13:38:50,MSK,Санкт-Петербург,Санкт-Петербург,android,9.0.0,3
56342,4,,,com.onebutton.mrsuper,2021-08-06 17:56:41,MSK,Белгородская область,Белгород,android,4.4.2,5
56349,5,Games,Simulation,1508278451,2021-08-02 13:42:45,MSK+7,Сахалин,Южно-Сахалинск,ios,14.6,5
56370,4,Games,Action,com.rescue.agent,2021-09-17 13:38:02,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,4
56376,5,Games,Action,com.bloop.food,2021-09-16 09:59:16,,,,android,7.0,5
56377,5,Games,Adventure,net.wooga.junes_journey_hidden_object_mystery_game,2021-09-20 00:13:33,MSK+1,Самарская область,Самара,android,11.0,3
56379,4,,,com.hollowdogs.stonegrinder,2021-09-17 14:29:23,MSK,Мурманская область,Мурманск,android,8.1.0,5
56389,4,,,com.outfit7.mytalkingangela2,2021-08-04 09:49:30,MSK,Калужская область,Обнинск,Android,7.0,3
56391,5,Games,Puzzle,com.easybrain.nonogram,2021-09-17 08:12:03,MSK+2,Свердловская область,Екатеринбург,android,11.0,5
56392,4,,,1568102990,2021-09-18 12:37:19,MSK,Москва,Москва,ios,13.5.1,4
56395,4,Games,Puzzle,com.inspiredsquare.blocks,2021-08-04 22:23:16,MSK,Волгоградская область,Волгоград,android,11.0,4
56396,4,,,1190849728,2021-08-03 15:34:27,MSK+3,Новосибирская область,Новосибирск,iOS,12.4.8,4
56411,3,Games,Arcade,fall.stars.race,2021-08-06 13:04:08,MSK,Московская область,Хотьково,android,10.0,5
56414,5,Games,Sports,com.firsttouchgames.dls7,2021-09-16 05:07:48,MSK+3,Алтайский край,Барнаул,android,10.0,5
56440,5,,,1512799121,2021-09-18 14:59:20,MSK,Тульская область,Тула,iOS,12.5.4,5
56446,5,Games,Music,com.os.falcon.fnf.music.live,2021-08-04 09:14:25,MSK,Москва,Москва,android,10.0,4
56450,5,,,com.wb.goog.mkx,2021-09-16 07:30:52,MSK,Ярославская область,Ярославль,android,11.0.0,2
56454,4,Games,Puzzle,com.smallgiantgames.empires,2021-07-08 20:14:36,MSK,Краснодарский край,Краснодар,android,11.0,3
56458,3,,,com.lihuhu.woodblockmerger,2021-08-02 17:18:48,MSK,Адыгея,Яблоновский,android,9.0.0,3
56460,3,,,com.pronetis.ironball2,2021-07-09 10:12:54,MSK,Краснодарский край,Краснодар,android,11.0.0,1
56464,5,,,com.tapclap.piratetreasures2,2021-09-18 08:48:20,MSK,Санкт-Петербург,Санкт-Петербург,Android,10,5
56472,5,Games,Casual,com.taaavgs.khakassia.organic.tractor.farming.simulator2019,2021-08-03 13:51:16,MSK+2,Башкортостан,Уфа,android,6.0,2
56476,5,,,com.ea.game.pvz2_na,2021-08-04 12:45:06,,,,android,8.0.0,5
56480,3,Games,Action,com.zeptolab.cats.google,2021-09-16 07:18:29,MSK+2,Курганская область,Курган,android,11.0,5
56492,3,Games,Puzzle,sudoku.puzzle.free.game.brain,2021-08-04 15:13:59,MSK,Москва,Москва,android,10.0,5
56512,4,,,com.idea.screenshot,2021-07-11 20:50:04,MSK,Ивановская область,Иваново,Android,10.0.0,5
56536,5,Games,Action,com.axlebolt.standoff2,2021-08-03 09:33:22,MSK+2,Свердловская область,Екатеринбург,android,9.0,5
56538,4,Applications,Education,com.duolingo,2021-09-20 16:21:10,MSK+4,Кемеровская область,,android,10.0,3
56547,3,Games,Card,com.cardgames.solitaire.fun.free.collection.classic,2021-09-19 19:13:35,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,5
56551,3,Games,Strategy,net.wargaming.wot.blitz,2021-09-16 10:13:50,MSK+3,Алтайский край,Барнаул,android,8.1.0,5
56553,3,,,com.openmygame.games.android.wordpizza,2021-07-09 09:58:28,MSK+2,Свердловская область,Екатеринбург,Android,10,4
56568,3,,,1528503142,2021-08-04 20:18:02,MSK,Москва,Москва,ios,13.7.0,5
56575,5,Games,Puzzle,nonogram.logicpuzzles.picturecross.pixel,2021-08-03 05:16:11,MSK+5,Иркутская область,,android,7.1,5
56577,3,Games,Puzzle,com.higgs.tilemaster3d,2021-08-07 10:43:01,MSK+6,Забайкальский Край,Чита,android,8.1.0,3
56592,5,,,com.wb.goog.mkx,2021-09-17 03:25:04,MSK,Московская область,Лыткарино,android,10.0.0,5
56595,4,Games,Word,com.openmygame.games.android.wordsearchsea,2021-07-06 06:28:34,MSK+7,Приморский край,Владивосток,android,8.1.0,5
56600,5,Games,Strategy,com.my.defense,2021-09-17 06:32:03,MSK,Краснодарский край,Староминская,android,8.0.0,1
56632,3,,,com.playstrom.bob,2021-07-05 14:42:29,MSK,Курская область,Льгов,android,10.0.0,5
56633,3,Applications,Tools,fastcharger.cleanmaster.batterysaver.batterydoctor,2021-07-11 07:50:39,MSK+3,Новосибирская область,Новосибирск,android,7.0,3
56656,3,Games,Arcade,com.alien.shooter.galaxy.attack,2021-07-05 16:25:17,MSK+6,Забайкальский Край,Чита,android,11.0,3
56665,5,Games,Card,com.brainium.solitairefree,2021-09-18 10:59:43,MSK,Адыгея,Майкоп,android,11.0,3
56669,4,,,com.karma.mythwarspuzzles,2021-07-06 11:14:40,MSK,Москва,Москва,Android,7.0.0,5
56676,4,Games,Puzzle,com.randomlogicgames.infiniteconnections,2021-09-16 20:03:54,MSK+2,Тюмень,Тюмень,android,9.0,3
56680,4,,,freeplay.crowdrun.com,2021-07-05 20:40:28,MSK,Ставрополье,Старомарьевка,android,10.0.0,5
56688,5,,,1491654968,2021-08-04 15:45:43,MSK,Краснодарский край,Краснодар,ios,14.6.0,5
56702,3,Games,Simulation,com.ea.game.simcitymobile_row,2021-07-10 14:37:40,MSK+2,Свердловская область,Екатеринбург,android,10.0,5
56708,5,Applications,Social,com.guochao.faceshow,2021-08-02 17:19:41,MSK,Воронежская область,Россошь,android,10.0,1
56717,3,,,com.nexters.herowars,2021-08-03 00:10:41,MSK,Москва,Москва,android,9.0.0,3
56718,5,,,art.color.planet.paint.by.number.game.puzzle.free,2021-08-05 08:00:25,MSK,Санкт-Петербург,Санкт-Петербург,android,9.0.0,3
56725,5,Games,Action,com.YsoCorp.MinecubeIdle,2021-08-03 15:08:45,MSK,Ростовская область,Ростов-на-Дону,android,10.0,5
56741,5,Games,Role Playing,hk.aceplaying.defender,2021-09-16 12:47:36,MSK,Москва,Москва,android,10.0,5
56742,3,Games,Casual,com.game.jam.get.married.best.love.girl,2021-09-19 12:35:55,MSK,Краснодарский край,Краснодар,android,8.0.0,3
56748,1,,,com.fidgettrading.game,2021-09-20 13:31:59,MSK,Ростовская область,Ростов-на-Дону,android,6.0.0,4
56750,3,Games,Card,1500251668,2021-07-05 11:19:34,MSK,Москва,Москва,ios,14.4.1,4
56751,4,Games,Casual,com.Seriously.BestFiends,2021-09-15 06:47:25,MSK,Московская область,Электросталь,android,10.0,2
56752,5,Games,Puzzle,com.playflock.indianacat,2021-08-02 13:26:50,MSK,Московская область,Коломна,android,10.0,5
56754,5,Games,Action,1443190579,2021-09-19 18:40:33,MSK,Нижегородская область,,ios,14.6,4
56764,5,Games,Role Playing,com.gamehivecorp.taptitans2,2021-08-03 05:25:43,MSK+6,Забайкальский Край,Чита,android,10.0,5
56773,4,Games,Simulation,com.cdgames.fidget3d,2021-07-05 08:10:10,MSK+3,Новосибирская область,Новосибирск,android,9.0,5
56774,3,Games,Casual,com.supercell.hayday,2021-09-19 12:47:29,MSK,Ростовская область,Ростов-на-Дону,android,9.0,5
56775,3,Games,Puzzle,664575829,2021-09-15 16:39:28,MSK,Москва,Москва,ios,12.5.4,4
56776,5,Games,Casual,com.rovio.ABstellapop,2021-08-03 09:26:31,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,4
56781,5,,,com.computerlunch.evolution,2021-08-07 00:27:10,MSK+2,Челябинская,Челябинск,android,9.0.0,5
56802,4,,,com.glu.zbs,2021-07-06 18:30:03,MSK,Москва,Москва,android,9.0.0,5
56804,5,Games,Arcade,fall.stars.race,2021-09-15 12:20:38,MSK+2,Башкортостан,Уфа,android,9.0,5
56816,5,,,com.orangeapps.piratetreasure,2021-08-05 07:47:10,MSK+3,Алтайский край,Барнаул,android,10,5
56825,5,Games,Simulation,com.coffeestainstudios.goatsimulator.free,2021-09-19 12:30:06,MSK,Санкт-Петербург,Санкт-Петербург,android,8.1.0,5
56840,2,Applications,Communication,com.tempmail,2021-09-19 06:10:37,,,,android,5.0,5
56864,3,,,com.lhpstudio.mergeblock,2021-09-16 15:13:28,MSK+1,Самарская область,Самара,android,11.0.0,3
56883,3,,,com.notdoppler.earntodie2,2021-08-07 15:46:27,MSK,Краснодарский край,Краснодар,android,7.1.1,3
56898,3,Games,Casual,com.merge.cube.winner,2021-08-06 20:34:23,MSK,Ростовская область,Ростов-на-Дону,android,10.0,3
56899,5,,,com.amapps.media.music,2021-08-03 11:52:23,MSK,Рязанская область,Рязань,android,9,5
56904,3,Applications,Tools,com.piriform.ccleaner,2021-08-06 19:07:45,MSK+2,Башкортостан,Уфа,android,9.0,3
56914,3,Games,Puzzle,com.nonogram.color.picturecross.sudoku.puzzle,2021-08-06 20:32:24,MSK,Краснодарский край,,android,10.0,3
56916,3,,,com.gameeapp.android.app,2021-07-05 18:11:43,MSK+2,Башкортостан,Уфа,android,6.0.0,5
56917,3,,,com.my.defense,2021-08-02 09:57:56,MSK,Краснодарский край,,android,10.0.0,5
56918,5,Games,Word,com.marulgames.wordsurf,2021-08-04 09:46:43,MSK,Саратовская область,Саратов,android,5.1,5
56920,5,Games,Action,com.zeptolab.cats.google,2021-09-20 09:58:20,MSK,Новгородская Область,Великий Новгород,android,11.0,3
56921,5,Games,Puzzle,sortpuz.water.sort.puzzle.game,2021-08-02 15:13:06,MSK,Санкт-Петербург,Санкт-Петербург,android,7.1,5
56928,4,,,com.iposedon.bricksbreakerballs,2021-08-02 21:33:11,MSK,Тверская область,Тверь,Android,10,4
56938,5,Games,Action,com.axlebolt.standoff2,2021-08-03 13:05:26,MSK,Москва,Москва,android,10.0,3
56941,5,,,org.nanobit.hollywood,2021-09-17 04:17:56,,,,android,11.0.0,4
56943,5,,,ru.galardost.oneblock,2021-08-03 09:54:15,MSK,Белгородская область,Новый Оскол,android,10,1
56952,5,Applications,Entertainment,com.Lightoftheday.Creepersarmymod,2021-08-02 14:37:49,MSK+3,Омская область,Омск,android,10.0,3
56955,5,Games,Simulation,block.app.wars,2021-09-19 12:14:20,MSK+3,Новосибирская область,Новосибирск,android,9.0,5
56977,5,Games,Simulation,com.redcell.goldandgoblins,2021-08-02 13:48:35,MSK+3,Новосибирская область,Новосибирск,android,10.0,2
56979,3,Games,Casual,com.sharkjump.castlefusion,2021-08-06 07:32:17,MSK,Москва,Москва,android,9.0,5
56995,3,Games,Simulation,com.hollowdogs.stonegrinder,2021-09-15 16:12:32,MSK+2,Тюмень,Тобольск,android,10.0,3
56997,5,Games,Sports,com.miniclip.footballstrike,2021-08-03 08:13:52,MSK,Москва,Москва,android,10.0,1
57015,5,Games,Casual,com.cakejamdrop.casual.puzzle,2021-09-18 19:18:10,MSK,Татарстан,Казань,android,9.0,3
57019,3,Games,Action,com.gamedevltd.wwh,2021-07-07 14:43:13,MSK+2,Свердловская область,Екатеринбург,android,10.0,3
57020,3,Games,Puzzle,1369521645,2021-09-18 11:13:09,MSK,Татарстан,Казань,ios,14.4.2,1
57026,5,Games,Casual,com.playrix.gardenscapes,2021-09-17 10:21:42,MSK,Санкт-Петербург,Пушкин,android,9.0,5
57030,5,Games,Casual,game.bubble.shooter.dragon.pop,2021-08-02 16:10:10,MSK+3,Новосибирская область,Новосибирск,android,9.0,4
57034,4,Games,Board,paint.by.number.pixel.art.coloring.drawing.puzzle,2021-07-08 22:04:20,,,,android,10.0,3
57038,3,Games,Action,com.chaloapps.strikefortressbox,2021-09-19 19:25:34,MSK,Татарстан,Казань,android,10.0,5
57054,5,,,net.wargaming.wot.blitz,2021-08-03 14:58:40,MSK+2,Свердловская область,Екатеринбург,android,10.0.0,5
57059,4,,,air.au.com.metro.DumbWaysToDie2,2021-08-07 08:26:31,MSK,Татарстан,Казань,android,10.0.0,5
57069,5,Applications,Tools,fancyclean.antivirus.boost.applock,2021-09-18 06:11:00,MSK+3,Новосибирская область,Новосибирск,android,10.0,3
57091,5,Games,Action,com.zeptolab.cats.google,2021-09-15 13:09:41,MSK,Татарстан,Казань,android,11.0,4
57120,5,Games,Role Playing,970417047,2021-09-19 18:26:57,MSK,Краснодарский край,Анапа,ios,12.5.4,5
57126,5,,,com.ea.game.pvz2_na,2021-08-05 06:53:19,MSK+3,Томская область,Тогур,android,10.0.0,5
57127,4,,,com.fugo.wow,2021-07-07 15:32:20,MSK,Ярославская область,Ярославль,Android,8.1.0,3
57128,4,Games,Action,ninja.creed.sniper.real3d.action.free.android,2021-09-15 09:50:56,MSK+1,Самарская область,Самара,android,10.0,2
57150,4,,,com.openmygame.games.android.wordpizza,2021-08-04 21:20:21,MSK+1,Самарская область,,Android,9,3
57156,3,Games,Strategy,com.savysoda.pixelstarships,2021-08-03 18:03:57,MSK+3,Новосибирская область,Новосибирск,android,5.1,3
57160,2,Games,Action,com.CharityRun.game,2021-09-20 08:33:16,MSK,Нижегородская область,,android,10.0,3
57169,5,Games,Casual,com.ohmgames.richtopoor,2021-09-20 07:24:25,MSK+2,Оренбургская область,Оренбург,android,10.0,5
57175,5,Games,Casual,com.forevernine.ikpure.android,2021-08-03 10:33:13,MSK+2,Челябинская,Челябинск,android,10.0,5
57183,3,Games,Action,com.edkongames.mobs,2021-09-17 12:20:25,MSK,Краснодарский край,,android,10.0,5
57193,5,,,com.rbx.battle.android,2021-08-08 10:16:29,MSK,Москва,Москва,android,9.0.0,4
57196,3,Games,Action,com.madfingergames.unkilled,2021-09-17 16:58:08,MSK,Нижегородская область,Кстово,android,10.0,5
57198,5,,,org.telegram.BifToGram,2021-08-06 09:30:17,MSK+3,Новосибирская область,Новосибирск,android,10,5
57199,4,Games,Simulation,eu.fufla.bacteria,2021-07-11 16:06:41,MSK,Ростовская область,Ростов-на-Дону,android,7.0,4
57203,4,Applications,Tools,com.noxgroup.app.cleaner,2021-08-05 12:36:40,MSK,Нижегородская область,Арзамас,android,7.0,2
57240,3,,,com.glu.zbs,2021-07-11 03:22:30,MSK+7,Приморский край,Славянка,android,11.0.0,5
57248,5,,,com.bl.cod.black.ops,2021-08-06 01:44:10,MSK,Тверская область,Хальково,android,7.0.0,4
57253,3,Games,Racing,com.fingersoft.hcr2,2021-09-15 08:27:57,MSK,Москва,Москва,android,9.0,4
57265,5,Games,Casual,1568245971,2021-09-19 13:08:10,MSK+2,Свердловская область,Екатеринбург,ios,14.7.1,4
57277,3,Games,Role Playing,com.my.hc.rpg.kingdom.simulator,2021-07-05 20:17:40,MSK,Краснодарский край,Краснодар,android,11.0,3
57281,3,Games,Action,com.zeptolab.cats.google,2021-09-17 17:38:13,MSK,Белгородская область,Белгород,android,7.1,3
57287,5,Games,Role Playing,by.RTHC.a4hideseek,2021-08-03 13:24:53,MSK+4,Красноярский край,Балахта,android,7.0,3
57293,3,Games,Adventure,f2Game.jeweljourney.egyptMania,2021-09-18 15:18:53,MSK,Липецкая область,Липецк,android,11.0,3
57300,4,,,com.hollowdogs.stonegrinder,2021-09-17 14:07:24,MSK,Краснодарский край,Краснодар,android,9.0.0,5
57306,4,Games,Puzzle,com.easybrain.sudoku.android,2021-08-02 22:07:13,MSK,Москва,Москва,android,8.1.0,4
57317,5,Applications,Tools,com.karolinaaleksandrova.fastramcleaner,2021-09-17 20:00:06,MSK,Архангельская область,Архангельск,android,10.0,5
57322,5,Applications,Music & Audio,com.agminstruments.drumpadmachine,2021-08-04 10:38:43,MSK+1,Самарская область,Самара,android,9.0,3
57347,3,Games,Word,com.fugo.wow,2021-09-15 12:22:20,MSK,Москва,Москва,android,11.0,3
57348,5,Games,Puzzle,tetris.blockpuzzle.wood.sudoku,2021-09-17 08:05:43,,,,android,9.0,5
57359,3,Productivity,None,1047649534,2021-09-15 09:07:17,MSK,Северная Осетия,Владикавказ,ios,14.7.1,1
57360,5,,,com.fugo.wow,2021-08-06 04:22:50,MSK+2,Свердловская область,Екатеринбург,android,8.1.0,3
57365,3,,,com.firebytemonee.MakeoverRun,2021-08-07 17:04:55,MSK,Москва,Москва,android,10.0.0,3
57371,5,Games,Word,com.openmygame.games.android.wordpizza,2021-09-15 08:08:51,MSK+3,Новосибирская область,Новосибирск,android,10.0,3
57378,5,Games,Arcade,com.linkdesks.jewellegend,2021-08-04 14:51:08,MSK,Нижегородская область,Нижний Новгород,android,5.1,4
57394,4,,,com.magmamobile.game.SpiderSolitaire,2021-07-06 01:49:17,MSK,Москва,Москва,android,10,4
57413,3,,,966490697,2021-09-17 08:50:02,MSK,Татарстан,Казань,ios,14.7.1,4
57421,4,,,com.fugo.wow,2021-08-04 16:29:20,,,,Android,6.0,5
57436,3,Games,Puzzle,1369521645,2021-08-05 21:19:06,MSK,Москва,Москва,ios,14.6,5
57441,5,Games,Strategy,net.wargaming.wot.blitz,2021-08-03 13:39:03,MSK+2,Челябинская,Челябинск,android,7.0,5
57444,5,Games,Card,com.csogames.client.android.app.durak,2021-08-08 05:28:37,,,,android,9.0,3
57449,5,,,com.pixonic.wwr,2021-09-16 07:50:19,MSK,Москва,Москва,android,10.0.0,3
57457,4,,,com.senspark.lines98,2021-08-02 21:17:30,MSK+2,Ямало-Ненецкий АО,Новый Уренгой,android,9,5
57461,5,Games,Simulation,com.InsaneInTheGame.CarCrashTestVAZ2104,2021-09-18 07:50:16,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,5
57477,5,Games,Word,com.fugo.wow,2021-09-18 12:51:45,MSK+6,Забайкальский Край,Чита,android,11.0,5
57486,4,Games,Casual,game.bubble.shooter.dragon.pop,2021-08-05 14:22:34,MSK,Саратовская область,Саратов,android,10.0,5
57489,4,,,com.VacuumGames.OilWellDrilling,2021-07-06 03:49:18,MSK+7,Саха (Якутия),Якутск,Android,10.0.0,5
57496,4,,,com.nexters.herowars,2021-07-05 07:59:55,MSK+3,Новосибирская область,Новосибирск,android,10.0.0,5
